# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov  4 01:22:58 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_facility,sy_gaiamag
CoRoT-7 b,CoRoT-7,1,3,0,Transit,CoRoT,11.5239000
CoRoT-7 b,CoRoT-7,1,3,0,Transit,CoRoT,11.5239000
CoRoT-7 b,CoRoT-7,1,3,0,Transit,CoRoT,11.5239000
CoRoT-7 b,CoRoT-7,1,3,0,Transit,CoRoT,11.5239000
CoRoT-7 b,CoRoT-7,1,3,0,Transit,CoRoT,11.5239000
CoRoT-7 c,CoRoT-7,1,3,0,Radial Velocity,CoRoT,11.5239000
CoRoT-7 c,CoRoT-7,1,3,0,Radial Velocity,CoRoT,11.5239000
CoRoT-7 c,CoRoT-7,1,3,0,Radial Velocity,CoRoT,11.5239000
CoRoT-7 d,CoRoT-7,1,3,0,Radial Velocity,La Silla Observatory,11.5239000
CoRoT-8 b,CoRoT-8,1,1,0,Transit,CoRoT,14.2195000
CoRoT-8 b,CoRoT-8,1,1,0,Transit,CoRoT,14.2195000
CoRoT-8 b,CoRoT-8,1,1,0,Transit,CoRoT,14.2195000
CoRoT-8 b,CoRoT-8,1,1,0,Transit,CoRoT,14.2195000
CoRoT-9 b,CoRoT-9,2,1,0,Transit,CoRoT,13.5008000
CoRoT-9 b,CoRoT-9,2,1,0,Transit,CoRoT,13.5008000
CoRoT-9 b,CoRoT-9,2,1,0,Transit,CoRoT,13.5008000
CoRoT-9 b,CoRoT-9,2,1,0,Transit,CoRoT,13.5008000
CoRoT-9 b,CoRoT-9,2,1,0,Transit,CoRoT,13.5008000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,Transit,CoRoT,13.5867000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,Transit,CoRoT,13.5867000
DE CVn b,DE CVn,2,1,0,Eclipse Timing Variations,Multiple Facilities,11.9752000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,Astrometry,Paranal Observatory,18.5577000
DH Tau b,DH Tau,1,1,0,Imaging,Subaru Telescope,12.4961000
DH Tau b,DH Tau,1,1,0,Imaging,Subaru Telescope,12.4961000
DMPP-1 b,DMPP-1,1,4,0,Radial Velocity,La Silla Observatory,7.8503200
DMPP-1 c,DMPP-1,1,4,0,Radial Velocity,La Silla Observatory,7.8503200
DMPP-1 d,DMPP-1,1,4,0,Radial Velocity,La Silla Observatory,7.8503200
DMPP-1 e,DMPP-1,1,4,0,Radial Velocity,La Silla Observatory,7.8503200
DMPP-2 b,DMPP-2,1,1,0,Radial Velocity,Multiple Facilities,8.4582400
DMPP-3 A b,DMPP-3 A,2,1,0,Radial Velocity,La Silla Observatory,
DMPP-3 A b,DMPP-3 A,2,1,0,Radial Velocity,La Silla Observatory,
DP Leo b,DP Leo,2,1,0,Eclipse Timing Variations,Yunnan Astronomical Observatory,18.6333000
DP Leo b,DP Leo,2,1,0,Eclipse Timing Variations,Yunnan Astronomical Observatory,18.6333000
DS Tuc A b,DS Tuc A,2,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),8.3192600
DS Tuc A b,DS Tuc A,2,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),8.3192600
DS Tuc A b,DS Tuc A,2,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),8.3192600
EPIC 201170410.02,EPIC 201170410,1,1,0,Transit,K2,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,0,Transit,K2,15.2612000
EPIC 201238110 b,EPIC 201238110,1,1,0,Transit,K2,15.2612000
EPIC 201427007 b,EPIC 201427007,1,1,0,Transit,K2,14.1470000
EPIC 201497682 b,EPIC 201497682,1,1,0,Transit,K2,13.7368000
EPIC 201595106 b,EPIC 201595106,1,1,0,Transit,K2,11.6477000
EPIC 201595106 b,EPIC 201595106,1,1,0,Transit,K2,11.6477000
EPIC 201595106 b,EPIC 201595106,1,1,0,Transit,K2,11.6477000
EPIC 201615463 c,K2-166,1,2,0,Transit,K2,11.9456000
EPIC 201754305 d,K2-16,1,3,0,Transit,K2,14.3234000
EPIC 201757695.02,EPIC 201757695,1,1,0,Transit,K2,
EPIC 201833600 c,K2-50,1,2,0,Transit,K2,14.2575000
EPIC 201833600 c,K2-50,1,2,0,Transit,K2,14.2575000
EPIC 201841433 b,EPIC 201841433,1,1,0,Transit,K2,14.5885000
EPIC 201841433 b,EPIC 201841433,1,1,0,Transit,K2,14.5885000
EPIC 201841433 b,EPIC 201841433,1,1,0,Transit,K2,14.5885000
EPIC 205950854 c,K2-168,1,2,0,Transit,K2,12.0976000
EPIC 205950854 c,K2-168,1,2,0,Transit,K2,12.0976000
EPIC 205950854 c,K2-168,1,2,0,Transit,K2,12.0976000
EPIC 206024342 b,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 b,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 c,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 c,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 c,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 d,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 d,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 d,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206024342 d,EPIC 206024342,1,3,0,Transit,K2,12.9682000
EPIC 206032309 b,EPIC 206032309,1,1,0,Transit,K2,16.0689000
EPIC 206042996 b,EPIC 206042996,1,2,0,Transit,K2,15.9752000
EPIC 206042996 b,EPIC 206042996,1,2,0,Transit,K2,15.9752000
EPIC 206042996 b,EPIC 206042996,1,2,0,Transit,K2,15.9752000
EPIC 206042996 c,EPIC 206042996,1,2,0,Transit,K2,15.9752000
EPIC 206042996 c,EPIC 206042996,1,2,0,Transit,K2,15.9752000
EPIC 206215704 b,EPIC 206215704,1,1,0,Transit,K2,16.1722000
EPIC 206215704 b,EPIC 206215704,1,1,0,Transit,K2,16.1722000
EPIC 206215704 b,EPIC 206215704,1,1,0,Transit,K2,16.1722000
EPIC 206317286 b,EPIC 206317286,1,2,0,Transit,K2,13.7740000
EPIC 206317286 b,EPIC 206317286,1,2,0,Transit,K2,13.7740000
EPIC 206317286 c,EPIC 206317286,1,2,0,Transit,K2,13.7740000
EPIC 206317286 c,EPIC 206317286,1,2,0,Transit,K2,13.7740000
EPIC 206317286 c,EPIC 206317286,1,2,0,Transit,K2,13.7740000
EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,K2,14.5263000
EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,K2,14.5263000
EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,K2,14.5263000
EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,K2,14.5263000
EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,K2,14.5263000
EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,K2,14.5263000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,K2,10.0512000
EPIC 212297394 b,EPIC 212297394,1,2,0,Transit,K2,14.1864000
EPIC 212297394 b,EPIC 212297394,1,2,0,Transit,K2,14.1864000
EPIC 212297394 b,EPIC 212297394,1,2,0,Transit,K2,14.1864000
EPIC 212297394 c,EPIC 212297394,1,2,0,Transit,K2,14.1864000
EPIC 212297394 c,EPIC 212297394,1,2,0,Transit,K2,14.1864000
EPIC 212297394 c,EPIC 212297394,1,2,0,Transit,K2,14.1864000
EPIC 212424622 b,EPIC 212424622,1,1,0,Transit,K2,13.2026000
EPIC 212424622 b,EPIC 212424622,1,1,0,Transit,K2,13.2026000
EPIC 212499991 b,EPIC 212499991,1,1,0,Transit,K2,13.3118000
EPIC 212587672 b,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 b,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 b,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,K2,12.2038000
EPIC 212624936 b,EPIC 212624936,1,2,0,Transit,K2,13.8326000
EPIC 212624936 c,EPIC 212624936,1,2,0,Transit,K2,13.8326000
EPIC 212624936 c,EPIC 212624936,1,2,0,Transit,K2,13.8326000
EPIC 212737443 b,EPIC 212737443,1,2,0,Transit,K2,14.4776000
EPIC 212737443 b,EPIC 212737443,1,2,0,Transit,K2,14.4776000
EPIC 212737443 b,EPIC 212737443,1,2,0,Transit,K2,14.4776000
EPIC 212737443 c,EPIC 212737443,1,2,0,Transit,K2,14.4776000
EPIC 220492298 b,EPIC 220492298,1,1,0,Transit,K2,13.7756000
EPIC 220554210 c,K2-282,1,2,0,Transit,K2,13.8183000
EPIC 220554210 c,K2-282,1,2,0,Transit,K2,13.8183000
EPIC 220554210 c,K2-282,1,2,0,Transit,K2,13.8183000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,K2,11.9535000
EPIC 228836835 b,EPIC 228836835,1,1,0,Transit,K2,15.4185000
EPIC 228836835 b,EPIC 228836835,1,1,0,Transit,K2,15.4185000
EPIC 246851721 b,EPIC 246851721,2,1,0,Transit,K2,11.2549000
EPIC 246851721 b,EPIC 246851721,2,1,0,Transit,K2,11.2549000
EPIC 248847494 b,EPIC 248847494,1,1,0,Transit,K2,12.1722000
EPIC 249893012 b,EPIC 249893012,1,3,0,Transit,K2,11.4019000
EPIC 249893012 c,EPIC 249893012,1,3,0,Transit,K2,11.4019000
EPIC 249893012 d,EPIC 249893012,1,3,0,Transit,K2,11.4019000
FU Tau b,FU Tau,1,1,0,Imaging,Spitzer Space Telescope,15.2412000
G 264-012 b,G 264-012,1,2,0,Radial Velocity,Calar Alto Observatory,11.7617000
G 264-012 c,G 264-012,1,2,0,Radial Velocity,Calar Alto Observatory,11.7617000
G 9-40 b,G 9-40,1,1,0,Transit,K2,12.7331000
G 9-40 b,G 9-40,1,1,0,Transit,K2,12.7331000
G 9-40 b,G 9-40,1,1,0,Transit,K2,12.7331000
GJ 1061 b,GJ 1061,1,3,0,Radial Velocity,La Silla Observatory,10.9889000
GJ 1061 c,GJ 1061,1,3,0,Radial Velocity,La Silla Observatory,10.9889000
GJ 1061 d,GJ 1061,1,3,0,Radial Velocity,La Silla Observatory,10.9889000
GJ 1132 b,GJ 1132,1,2,0,Transit,Cerro Tololo Inter-American Observatory,12.1380000
GJ 1132 b,GJ 1132,1,2,0,Transit,Cerro Tololo Inter-American Observatory,12.1380000
GJ 1132 b,GJ 1132,1,2,0,Transit,Cerro Tololo Inter-American Observatory,12.1380000
GJ 1132 b,GJ 1132,1,2,0,Transit,Cerro Tololo Inter-American Observatory,12.1380000
GJ 1132 b,GJ 1132,1,2,0,Transit,Cerro Tololo Inter-American Observatory,12.1380000
GJ 1132 c,GJ 1132,1,2,0,Radial Velocity,La Silla Observatory,12.1380000
GJ 1148 b,GJ 1148,1,2,0,Radial Velocity,W. M. Keck Observatory,10.5769000
GJ 1148 b,GJ 1148,1,2,0,Radial Velocity,W. M. Keck Observatory,10.5769000
GJ 1148 b,GJ 1148,1,2,0,Radial Velocity,W. M. Keck Observatory,10.5769000
GJ 1148 c,GJ 1148,1,2,0,Radial Velocity,Calar Alto Observatory,10.5769000
GJ 1148 c,GJ 1148,1,2,0,Radial Velocity,Calar Alto Observatory,10.5769000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1214 b,GJ 1214,1,1,0,Transit,MEarth Project,13.0089000
GJ 1252 b,GJ 1252,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.2364000
GJ 1252 b,GJ 1252,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.2364000
GJ 1252 b,GJ 1252,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.2364000
GJ 1252 b,GJ 1252,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.2364000
GJ 1265 b,GJ 1265,1,1,0,Radial Velocity,Calar Alto Observatory,12.0807000
GJ 143 b,GJ 143,1,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),7.6790600
GJ 143 b,GJ 143,1,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),7.6790600
GJ 143 b,GJ 143,1,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),7.6790600
GJ 15 A b,GJ 15 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.2162000
GJ 15 A b,GJ 15 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.2162000
GJ 15 A b,GJ 15 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.2162000
GJ 15 A c,GJ 15 A,2,2,0,Radial Velocity,Roque de los Muchachos Observatory,7.2162000
GJ 160.2 b,GJ 160.2,1,1,0,Radial Velocity,Multiple Observatories,9.2015400
GJ 163 b,GJ 163,1,3,0,Radial Velocity,La Silla Observatory,10.6771000
GJ 163 c,GJ 163,1,3,0,Radial Velocity,La Silla Observatory,10.6771000
GJ 163 d,GJ 163,1,3,0,Radial Velocity,La Silla Observatory,10.6771000
GJ 179 b,GJ 179,1,1,0,Radial Velocity,W. M. Keck Observatory,10.7055000
GJ 179 b,GJ 179,1,1,0,Radial Velocity,W. M. Keck Observatory,10.7055000
GJ 180 b,GJ 180,1,3,0,Radial Velocity,Multiple Observatories,9.9339500
GJ 180 b,GJ 180,1,3,0,Radial Velocity,Multiple Observatories,9.9339500
GJ 180 c,GJ 180,1,3,0,Radial Velocity,Multiple Observatories,9.9339500
GJ 180 d,GJ 180,1,3,0,Radial Velocity,Multiple Facilities,9.9339500
GJ 2030 b,GJ 2030,1,2,0,Radial Velocity,Multiple Observatories,6.0208800
GJ 2030 c,GJ 2030,1,2,0,Radial Velocity,Multiple Observatories,6.0208800
GJ 2056 b,GJ 2056,1,1,0,Radial Velocity,Multiple Observatories,9.7228100
GJ 229 A c,GJ 229,2,2,0,Radial Velocity,Multiple Facilities,7.3072400
GJ 229 A c,GJ 229,2,2,0,Radial Velocity,Multiple Facilities,7.3072400
GJ 229 b,GJ 229,2,2,0,Radial Velocity,Multiple Observatories,7.3072400
GJ 229 b,GJ 229,2,2,0,Radial Velocity,Multiple Observatories,7.3072400
GJ 229 b,GJ 229,2,2,0,Radial Velocity,Multiple Observatories,7.3072400
GJ 251 b,GJ 251,1,1,0,Radial Velocity,W. M. Keck Observatory,8.8551800
GJ 27.1 b,GJ 27.1,1,1,0,Radial Velocity,Multiple Observatories,10.5790000
GJ 273 b,GJ 273,1,2,0,Radial Velocity,La Silla Observatory,
GJ 273 c,GJ 273,1,2,0,Radial Velocity,La Silla Observatory,
GJ 3021 b,GJ 3021,2,1,0,Radial Velocity,La Silla Observatory,6.3972900
GJ 3082 b,GJ 3082,1,1,0,Radial Velocity,Multiple Facilities,10.2011000
GJ 3090 b,GJ 3090,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),10.5521000
GJ 3090 b,GJ 3090,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),10.5521000
GJ 3138 b,GJ 3138,1,3,0,Radial Velocity,La Silla Observatory,10.1924000
GJ 3138 c,GJ 3138,1,3,0,Radial Velocity,La Silla Observatory,10.1924000
GJ 3138 d,GJ 3138,1,3,0,Radial Velocity,La Silla Observatory,10.1924000
GJ 317 b,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 b,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 b,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 b,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 c,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 c,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 c,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 317 c,GJ 317,1,2,0,Radial Velocity,W. M. Keck Observatory,10.7539000
GJ 3222 b,GJ 3222,1,1,0,Radial Velocity,Multiple Observatories,
GJ 328 b,GJ 328,1,1,0,Radial Velocity,McDonald Observatory,9.2861000
GJ 3293 b,GJ 3293,1,4,0,Radial Velocity,La Silla Observatory,10.9788000
GJ 3293 b,GJ 3293,1,4,0,Radial Velocity,La Silla Observatory,10.9788000
GJ 3293 c,GJ 3293,1,4,0,Radial Velocity,La Silla Observatory,10.9788000
GJ 3293 c,GJ 3293,1,4,0,Radial Velocity,La Silla Observatory,10.9788000
GJ 3293 d,GJ 3293,1,4,0,Radial Velocity,La Silla Observatory,10.9788000
GJ 3293 e,GJ 3293,1,4,0,Radial Velocity,La Silla Observatory,10.9788000
GJ 3323 b,GJ 3323,1,2,0,Radial Velocity,La Silla Observatory,10.6467000
GJ 3323 c,GJ 3323,1,2,0,Radial Velocity,La Silla Observatory,10.6467000
GJ 3341 b,GJ 3341,1,1,0,Radial Velocity,La Silla Observatory,11.1029000
GJ 338 B b,GJ 338 B,2,1,0,Radial Velocity,Calar Alto Observatory,7.0477500
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,La Silla Observatory,11.3537000
GJ 3473 b,GJ 3473,2,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),12.4650000
GJ 3473 b,GJ 3473,2,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),12.4650000
GJ 3473 c,GJ 3473,2,2,0,Radial Velocity,Multiple Observatories,12.4650000
GJ 3512 b,GJ 3512,1,2,0,Radial Velocity,Calar Alto Observatory,13.1117000
GJ 3512 b,GJ 3512,1,2,0,Radial Velocity,Calar Alto Observatory,13.1117000
GJ 3512 c,GJ 3512,1,2,0,Radial Velocity,Multiple Observatories,13.1117000
GJ 357 b,GJ 357,1,3,0,Transit,Transiting Exoplanet Survey Satellite (TESS),9.8803600
GJ 357 b,GJ 357,1,3,0,Transit,Transiting Exoplanet Survey Satellite (TESS),9.8803600
GJ 357 c,GJ 357,1,3,0,Radial Velocity,Multiple Observatories,9.8803600
GJ 357 d,GJ 357,1,3,0,Radial Velocity,Multiple Observatories,9.8803600
GJ 3634 b,GJ 3634,1,1,0,Radial Velocity,La Silla Observatory,10.9233000
GJ 367 b,GJ 367,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),9.1515900
GJ 367 b,GJ 367,1,1,0,Transit,Transiting Exoplanet Survey Satellite (TESS),9.1515900
GJ 3779 b,GJ 3779,1,1,0,Radial Velocity,Calar Alto Observatory,11.6266000
GJ 3929 b,GJ 3929,1,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.5109000
GJ 3929 b,GJ 3929,1,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.5109000
GJ 3929 b,GJ 3929,1,2,0,Transit,Transiting Exoplanet Survey Satellite (TESS),11.5109000
GJ 3929 c,GJ 3929,1,2,0,Radial Velocity,Multiple Observatories,11.5109000
GJ 393 b,GJ 393,1,1,0,Radial Velocity,Multiple Observatories,8.6737300
GJ 3942 b,GJ 3942,1,1,0,Radial Velocity,Roque de los Muchachos Observatory,9.4076500
GJ 3998 b,GJ 3998,1,2,0,Radial Velocity,Roque de los Muchachos Observatory,9.9833700
GJ 3998 c,GJ 3998,1,2,0,Radial Velocity,Roque de los Muchachos Observatory,9.9833700
GJ 411 b,GJ 411,1,2,0,Radial Velocity,Haute-Provence Observatory,
GJ 411 b,GJ 411,1,2,0,Radial Velocity,Haute-Provence Observatory,
GJ 411 b,GJ 411,1,2,0,Radial Velocity,Haute-Provence Observatory,
GJ 411 b,GJ 411,1,2,0,Radial Velocity,Haute-Provence Observatory,
GJ 414 A b,GJ 414 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.7280800
GJ 414 A b,GJ 414 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.7280800
GJ 414 A c,GJ 414 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.7280800
GJ 414 A c,GJ 414 A,2,2,0,Radial Velocity,W. M. Keck Observatory,7.7280800
GJ 422 b,GJ 422,1,1,0,Radial Velocity,Multiple Observatories,10.4771000
GJ 422 b,GJ 422,1,1,0,Radial Velocity,Multiple Observatories,10.4771000
GJ 4276 b,GJ 4276,1,1,0,Radial Velocity,Calar Alto Observatory,11.6605000
GJ 433 b,GJ 433,1,3,0,Radial Velocity,La Silla Observatory,8.8913800
GJ 433 b,GJ 433,1,3,0,Radial Velocity,La Silla Observatory,8.8913800
GJ 433 b,GJ 433,1,3,0,Radial Velocity,La Silla Observatory,8.8913800
GJ 433 b,GJ 433,1,3,0,Radial Velocity,La Silla Observatory,8.8913800
GJ 433 c,GJ 433,1,3,0,Radial Velocity,Multiple Observatories,8.8913800
GJ 433 c,GJ 433,1,3,0,Radial Velocity,Multiple Observatories,8.8913800
GJ 433 d,GJ 433,1,3,0,Radial Velocity,Multiple Facilities,8.8913800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 436 b,GJ 436,1,1,0,Radial Velocity,W. M. Keck Observatory,9.5714800
GJ 480 b,GJ 480,1,1,0,Radial Velocity,Multiple Observatories,10.3249000
GJ 486 b,GJ 486,1,1,0,Radial Velocity,Calar Alto Observatory,10.0940000
GJ 486 b,GJ 486,1,1,0,Radial Velocity,Calar Alto Observatory,10.0940000
GJ 504 b,GJ 504,1,1,0,Imaging,Subaru Telescope,5.0415600
